id,q,r
4608,"""toryID=8709268 `` `` Today 's various forms of dissolution of marriage , free unions , trial marriages as well as the pseudo-matrimonies between people of the same sex are instead expressions of anarchic freedom which falsely tries to pass itself off as the true liberation of man , `` he said .""","""Just ca n't satisify `` them thar ' Moralizers."""
4609,"""Well for what it 's worth , the police prefer to use AR-15 Carbines , MP-5 9mms , and either Mossberg or Remington 12ga when they are serving a no-knock warrant on your house ( or the wrong house next door ) in the middle of then night .""","""My first line of defense for up to 300 yards is an M4 ( specops m16 ) flattop with an ACOG scope and tritium backup sights , 14.5 barrel with a 1/7 twist with mccluek ( sp ) muzzle brake to make it the legal 16 inches ."""
4610,"""That government is best which governs the least , because its people discipline themselves .""","""A sign like that would hardly be nessecary where I live ."""
4611,"""You are in a loud minority , railing against the irrational hoards about you .""","""Being in the minority or in the majority is irrelevant . Belief has no bearing on reality ."""
4612,"""I just became aware of a new movement : http : //www.godnotguns.org/""","""Actually , Simone , if you spend more time on their website and research a little deeper , you will find that they are also `` right wing wingnuts `` but they happen to want `` sensible `` gun policies in order to eliminate violence ( clearly delineated from war ) with the use of guns in all countries ."""
4613,"""How many times do you need to be told .... GAYS HAVE CHILDREN ...""","""So are we to understand you had a healthy sexual relationship with a man ?"""
4649,"""If you are unhappy about the peppered moth , try the Polar Bear .""","""Way back when I was an undergraduate my professor of evolutionary biology told us about a careless zoo keeper that put polar bears and brown bears in the same pen during a remodeling ."""
4650,"""Does the term `` evolution `` refer to ONLY the `` advances `` of life over time ?""","""Depends on the usage . Generally , it just refers to the Theory of Evolution or a change in allele frequencies in a population ."""
4651,"""But he said it was followed by quick changes in specific groups of genes known as transcription factors , which control the expression of other genes , since humans diverged from their ape ancestors during the last 5 million years . ''""","""The article is saying that it was genetic changes ."""
4652,"""I believe you should have a steady hand , firm grip , calm breath , and a smooth pull .""","""Very well put ."""
4653,"""You do realize that the rules are supposed to be absurd , to point up the absurdity of a recent court ruling , right ?""","""If they institute these rules I will back off gay claim to marriage and accept that marriage is about children ."""
4654,"""I wonder how a modern court would view the testimony of 500 credible witnesses to a supernatural event ?""","""How would a modern court view the hearsay of 500 witnesses and no resultant effect of the allegation ?"""
4655,"""Do you believe that , if we have the technology , we should resurrect the dead to walk the Earth as zombies ?""","""haha , good question ."""
4712,"""I would be interested in know who was the first creationist to finally accept that natural selection is a real phenomenon , and when they accepted it .""","""By the way , I do believe that natural selection was accepted before Darwin ."""
4713,"""So ? He had a shotgun . You 're saying that if it were legal to these Indians that would have solved the problem ?""","""Yes that would solve the problem would n't it , worked the first time around , I say that because we ( U.S. ) are compared to the wild west ."""
4714,"""All athiesm is , is a lack of theism , period .""","""Ha ! That is classic ! So Nihilism proves God ? ? ?"""
4715,"""So contemporary arguments for intelligent design in both biology and the physical sciences are not only testable ; they make predictions and are falsifiable in principle .""","""http : //www.evolutionnews.org/2006/01 ... rica.html # more"""
4716,"""What you are talking about here is the * potential * to exist being important .""","""Why should n't they be given at least closer to equal weight ?"""
4717,"""Lions and hyenas and buffalo and crocodiles and fish and ants and bees and lots of other animals work TOGETHER .""","""Even if they work together sometimes , the times that they do n't is enough to make your claims nonsense ."""
4718,"""Reptile develops wings . These thing are completely useless on a dino , they evolve right the hell away .""","""Something that would let you become a better hunter or escape from hunters is `` completely useless `` ?"""
4733,"""However ,""","""There goes said intelligence ..."""
4734,"""Adding guns to crime is like adding gasoline to a fire- it makes an already existing problem worse .""","""Guns in our society increased . Total NICS Firearm Background Checks -- November 30 , 1998 - February 28 , 2010"""
4735,"""just cause you dont buy it doesnt mean it is not true .""","""Just because you say it doesnÂ ’ t mean it is true either ."""
4736,"""Abortion does not fit the definition of murder .""","""If you define a fetus as a child , as AMD seems to by his/her statement , then yes , it does fit the definition ."""
4737,"""But to take the Apostle 's analogy further , if I see something , and know what it is , and you ca n't measure it , because you were n't there , does n't make what I see false ... as you would believe - seeing as you seem to suggest that in the physical world truth is what can be measured/tested .""","""Whatever your apostle tells you , science ca n't deny that something you may have seen is true ."""
4738,"""Umpteen scientific disciplines can be dwarfed by emotion and money , both of which saturate evolutionary study .""","""Because it works ."""
4739,"""Further more , on what basis can we study the world in any coherent way and come to sensible conclusions about it ?""","""I make a single claim , that can be refuted through logic , if it 's fallacy ."""
4754,"""Anyone who sticks to beliefs that a god created the earth just 6,000 years ago is an XXXXX .""","""Thanks , Clive , you 're a good sport . Of course I ca n't agree with the XXXXX part . Rash , unwise , unknowledgeable , maybe , but not fools ."""
4755,"""Possibly , but also are n't the people most likely to start `` legitimate `` business selling these drugs the people who are doing it already ?""","""Is n't that exactly what we would want : people who conduct legal business instead of illegal business ?"""
4756,"""Whether or not there are innaccuracies in the Bible is hottly debated , but it is not really the point I was trying to make .""","""I know you think I was acting emotional with my post"""
4757,"""They are doing a fine job of trying to convince all of us that their behavior is `` normal `` .""","""Actually I really do n't depend on the entertainment industry to give me a realistic picture of anything ."""
4758,"""There is nothing inherently irrational about the theory of evolution being used to explain life in the physical unviverse , yet creation begins with an irrational premise , that we can `` know `` about the `` unknowable `` .""","""Actually , the whole basis for modern science depends on the assumption that the universe was made by a rational creator ."""
4759,"""They threw `` rocks and eggs `` at her house .""","""You have any examples of that ? Shooting people for throwing rocks and eggs at houses that is ."""
4760,"""Execution Room = $ 10,000 Stainless Steel Table = $ 2,000 Leather Straps = $ 200 Lethal Injection Chemicals = $ 5,000 Knowing this person will never possibly be able to kill again = PRICELESS""","""Actually the room , straps , and table are all multi-use . And the drugs only cost Texas $ 86.08 per execution as of 2002 ."""
4761,"""The point was to show that the 20,000 figure often claimed by the pro-gun side is very doubtful .""","""And your point was demonstrated to be specious using your own source . To contain strawmen even as you claimed it to be a strawman ."""
4762,"""Why on earth would a woman come out now , admit to an abortion she had 30 years ago , when it was illegal , and become the focus of unscrupulous media attention for the next year ?""","""She is not going to be punished now for aborting a kid 30 years ago ."""
4763,"""As for the other gods , well since they do n't interact with our world they do n't really matter at all .""","""Very true , especially since when someone asks `` is there a God `` they are most likely really asking `` does the God in which I believe exist ``"""
4764,"""When that occurs is variable .""","""So why can not juvenile crimes which would otherwise be death penalty eligible be treated on a case-by-case basis ?"""
4765,"""This argument is self-defeating . A theory is not a fact , no matter how much evidence may support the theory .""","""Wrong and right . Evolution is both a verified phenomenon and a biological Theory ."""
4766,"""At least we 're on the right side of the issues , [ trying to shoot down another big-government , bureaucratic , wallet-busting , job-killing , liberty-gutting abortion .""","""More like the wrong side of the issues , ever in search of more money with the health insurance industry , I 'd say ."""
4767,"""I 'm an atheist pretty much the same reason you are an atheist ( except for going to a religious school .""","""My outburst was meant to show that even a seven year bombardment of religious propaganda can be ineffective if no reasons whatever are advanced for reaching the conclusions that the theists desire ."""
4789,"""the loss of a function , for example the loss of wings of a beatle on a windy island helps it to survive .""","""I presume that you mean beetle , since a Beatle is one of the fab four ."""
4790,"""You seem to have trouble creating working links . Here is a corrected link to your quote .""","""You seem to think one example is the norm ."""
4791,"""In fact , Rhodesian man , in less than 85 years , ages from approximately 11,000 years old to up to 400,000 years old !""","""In the past 85 years , dating has drastically improved ."""
4792,"""Why would people be teaching religion in a public school .""","""Apparently not ."""
4793,"""Its Â “ guess and checkÂ ” method doesnÂ ’ t work as essentially there are infinite different possible explanations available to check and so the chances of coming across the correct one are effectively zero .""","""But that 's not even how `` creation science `` , or any religiously motivated science works ."""
4794,"""Incapable of arguing without relying on the fallacy of changing the subject , false dichotomies ( if not A , therefore B ) , and generally unable of actually discussing their beliefs on those beliefs ' merits ?""","""You mean Intelligent Design , and straight forward logical , rational , common sense arguments that require reason to move to the next step , instead of ideological consensus ..."""
4795,"""It is also undisputed in the scientific/biological community that the point of conception is the commencement of the biological life of a member of it 's species .""","""You do also realise that a freshly fertilised egg does not meet the standard criteria for judging whether something is alive ?"""
4866,"""My point in starting the thread is not merely that Christians fall short of their aspirations .""","""People like this guy , and Henry Hyde , Newt Gingrich , Robert Livingston , and so many others happen to be right wing republicans .... is n't that peculiar ?"""
4867,"""It appears that a Law or theorem is fundamentaly based on faith .""","""You really have a strange definition of faith ."""
4868,"""The birds have a `` fossilised `` version of the key molecule responsible for severe allergic reactions in humans .""","""Although I 'm not keen on them describing things as living fossils ( the term is misleading ) the possibilities and implications of this are fascinating ."""
4869,"""Hello everyone , first off I 'd like to say I 'm an evangelical Christian , so of course I believe in Jesus ' existence , just as I believe the Word is the infallible Word of God .""","""I believe Jesus is a role model for the human race ."""
4870,"""I think you confused yourself . You more supported my argument than hurt it .""","""Because ....."""
4871,"""Atheism has n't ever hurt anybody .""","""Over 100 Million dead in Germany , Russia and China ."""
4872,"""What should the world look like with the very different set of phy [ s ] ics , chemistry and biology principles ?""","""The universe probably would n't exist in any form ."""
4894,"""I can understand the argument that gun laws may infringe on some individual freedom , but I don ` t really understand what the constitution has to do with it .""","""The difference , Eddie is simply this ."""
4895,"""`` The authors claim their book is being rejected on political grounds , '' Koss said . `` But these are criticisms of content and quality . ''""","""The guy sounds like he 's trying to make a political argument out of this so he can sell more books ."""
4896,"""The only thing that has changed is the population ratio , assumably by * natural selection * . Natural selection is not proof of evolution by any means .""","""Nor was the peppered moth example ever meant to `` prove `` evolution ."""
4897,"""is that for you to use these primate fossils as any actual evidence at all that a REAL chain of lineage from those ancient primates to modern man exists is impossible to prove .""","""See above regarding the nature of proof ."""
4898,"""Now you are making assumptions .""","""No , they are the same ."""
4899,"""It 's easy to come up with scenarios where you think a gun is the only escape , but then there are plenty of alternatives where guns take lives unnecessarily , be they because children get hold of them , or nutcases , or someone who 's just had a bad day .""","""So , everyone who dies in a stabbing/beating/shooting is just , stupid ?"""
4900,"""The title of the thread gives a false impression by stating that a Christian Pastor believes that bigotry blocked Gay Marriage .""","""1 ) `` false impression by stating that a Christian Pastor believes that bigotry blocked Gay Marriage."""
4922,"""jackamarrahow is this relevant to the philosophy discourse ?""","""A direct reply to a post on this thread . YouÂ ’ d better have your morning coffee ."""
4923,"""The bible is nothing more than a book of morals meant to give those who have nothing to live for a reason to live .""","""And those who respect themselves and others do n't need that book of morality ."""
4924,"""If God exists , and he wanted his existence proven , he could prove it .""","""We can not prove the existence of God for , by definition , he dwells in a reality outside our own ."""
4925,"""1 ) I would consider a transitional fossil one which contains parts from both the upper and lower class evolutionary forms it links .""","""So what 's wrong with the lineages provided ? Define `` melding `` ."""
4926,"""Why do I think they are popular books , and not peer reviewed scientific articles ?""","""Because you know the peer review process is biased ."""
4927,"""Can you please provide a cite in the Constitution that supports the notion that a Supreme Court Justice nominee has the power to declare that any case is `` settled law `` and the subsequent power to make it so ?""","""Reading Difficulties , huh ? There 's a cure for that . It 's called school . Perhaps you should go there ....."""
4928,"""So you see , it is much harder to believe in a fossil record and sediment deposit stratigraphy , than in a giant boat crammed to the gills full of elephants , octopus , and cacti .""","""I 've always known that putting every living species on the earth in one boat is a heckuva lot easier to believe than those foolish fossils ."""
4992,"""Natural selection can favour some sets of information above others , and can eliminate some of the existing information in the population , but it ca n't create any new information .""","""What does `` new `` information have to do with natural selection or evolution ?"""
4993,"""They are simply fallable man 's interpretation of a greater intelligence .""","""Oh I quite agree ."""
4994,"""Where do you get the figure of 500,000 gay couples who want to immediately be married ?""","""They predicted 600,000 gay couples would want to get married it allowed ."""
4995,"""The rate of recidivism that produces dead innocent victims by paroled criminals far out weights the number of executed innocent men .""","""But you are forgetting life-without-parole ( and I do mean WITHOUT parole ) . With life without parole , there is also no recidivism ."""
4996,"""I do n't think any man should ever be legally required to pay child support .""","""Just because a man pays support does n't mean he is part of the childs life."""
4997,"""but there are n't any ! All you can show me are 4 `` links `` . Where are the other millions ?""","""Well are there 4 or are there none ?"""
4998,"""No ownership society for women when they ca n't even claim autonomy over their own bodies .""","""Which is precisely why the law must needs be silent when it comes to women choosing whether or not to continue their pregnancies ."""
5062,"""Which is why he was found guilty ... I do n't think you will find many reasonable people thinking it should be anything different .""","""While I 'm not going to consider Dr. Tiller a pillar of society , I 'm certainly not going to condone his murder ."""
5063,"""No , God is responsible for GBII election - he has done so much for this country to try to get us back on moral track""","""And also so much more to get us far off the reality track eh ?"""
5064,"""whatever .""","""I 'm not surprised ."""
5065,"""Come on , it 's Andy Schlafly . What do you expect from the spawn of Phyllis ?""","""Oh , that explains a lot ."""
5066,"""Phil Kline is anti-choice and filed suit against an abortion clinic ?""","""Yes , the article said it succinctly and I felt no real need to expand on it ."""
5067,"""It probably would have been better if Scalia had said to himself when the case was brought before the court , `` There certainly is no consensus about the meaning of the Second Amendment and I , as an amateur historian , am certainly not going to force my own personal views on others .""","""You seem to forget we already tried this standard ."""
5068,"""The age of 18 is an arbitrary designation .""","""On what basis can one claim that the Constitution makes this arbitrary designation with respect to the death penalty ?"""
5223,"""My sister did not exist until somewhere in the third trimester .""","""My first memory , I think , was an occurrence at the age of 3 , maybe 4 ."""
5224,"""How can you attempt to explain the appearance of something by the dissapearance of others ?""","""Natural Selection ( plus genetic variation ) ."""
5225,"""you say `` f * * * the Constitution. ``""","""and gun nuts say f * * * the children when we have to decide between saving guns and childrens lives"""
5226,"""His bias shows in his writing . It does n't take a genius to see that the tone is not one of balance .""","""5 maybe 10 sentences lean a direction and you invalidate the whole article ? Good luck finding a news article that is completly objective and balanced"""
5227,"""Why so many what ?""","""Different sciences . There are different spins on the data depending upon your socio-political background ."""
5228,"""The reason I post this is not to proclaim that evolution is dead or anything like that .""","""So , if one person says that `` Neo-darwinism `` is dead , and many people say that it is quite well supported by the evidence and show said evidence , we are supposed to believe the one ?"""
5229,"""Perhaps your skyrocketing violence since they confiscated your guns is not enough of an eyeopener as to the perils of tyrannical government intrusion into a persons life , liberty , etc at the expense of your personal saftey ..""","""An interesting analysis of that article you keep quoting from the World Net Daily . http : //www.saneguns.org/commentary/comment002.html"""
5349,"""They know that ATF does not have the manpower or the money to do an adequate job enforcing our gun laws.""","""So if you 're really interested in enforcing gun laws , do n't support the NRA ."""
5350,"""That 's not true according to the textbook claim : `` Before the industrial revolution , * most * of the moths were * light * .""","""Actually , it is quite correct ."""
5351,"""If Literal Creationism is indeed true , why do we not find strata with species from all eras mixed together ?""","""we do ...... most fossils found are surface finds -- which means anything found on the ground probably contradicts uniformitarian principles because every fossil found laying on the ground probably -- according to ToE -- did not die at the same time ."""
5352,"""Well , pro-choicers , I wish all of you had never been born .""","""I believe you mean pro-choice , do n't you . A pro-life mod might agree with you ."""
5353,"""It sounds like you are mainly concerned with health issues that could very potentially lead to the mother 's death and or/complete debilitation ( like paralysis ) , and I 'd be much more open to that .""","""And that part of the decision ( not allowing for the woman 's health to be taken into account ) is why I do not agree with nor do applaud this decision ( in fact I am rather disgusted with it ) ."""
5354,"""Marriage has become a state institution as much as a religious one , and I see no practical way to undo that at this point .""","""oh sure there is . you would just have a lot of angry off people though ."""
5355,"""Did she of necessity have to go down that alley or was she out strolling like Charles Bronson in `` Death Wish `` ?""","""It 's a public alley , she can walk down it whenever she wants without justifying herself to anyone ."""
5433,"""Â “ Not that it matter because Roe vs Wade struct down the Texas law that gave exceptions to the `` extreme `` cases.Â ”""","""If you says so . http : //www.publicagenda.com/issues/f ... ortion & amp ; list=16"""
5434,"""Private ownership of guns may indeed add to the number of weapons held by criminals , but it is not their major source of weapons .""","""If you ca n't eliminate demand you could try to limit supply and control access to that supply ."""
5435,"""`` Interestingly , those injured in the Virginia Tech shooting and those who lost loved ones have spoken most vigorously against guns on campus .""","""Because they 're hoplophobe sissies ."""
5436,"""It would just lead to massive problems such as revolts by the older folks against the younger folks .""","""More evidence of your selfish motives , which is not necessarily a bad thing , but it sort of disqualifies you from being objective and reasonable about the abortion issue ."""
5437,"""What if the costs associated with the pregnancy were paid for along with a stipend ?""","""Right now , I might consider it , as I am now a few weeks away from my graduation ."""
5438,"""Does anybody who thinks animals do n't evolve care to explain any of this ?""","""The correct answer to this question is no ."""
5439,"""The errors can only be arbitrary and random""","""Yep . Darwin 's discovery was that natural selection was the reason that evolution was n't random ."""
5454,"""Well , parts break and it could take a long time to order or be repaired .""","""Can you imagine two snipers , a mile apart taking shots at each other with these babies ?"""
5455,"""He showed himself as a family-man/Catholic , but he ended up being the exact oppisate , supporting abortion , and giving homosexuals marriage licenses .""","""So let me make sure I have it right , in order to be a family-man/Catholic , I must be anti-abortion and against the rights of homosexuals ."""
5456,"""Do n't ever let anyone force you into having an abortion , and never see a Planned Parenthood specialist if you 're pregnant !""","""On the flip side , you should never let anyone force you into carrying out a pregnancy you do not want ."""
5457,"""There the remains of a dead aniomal""","""How do you explain the change of appearance of the animals over time , as recorded by fossils ?"""
5458,"""Monkeys do n't generally have problems with their private parts being functional .""","""Generally ... And when one does ?"""
5459,"""If you had a rational thought on the subject , I would respond to this statement , but I wo n't even dignify your ramblings with a second thought .""","""So now name calling and accusations as to my mental health are what you concider as rational thought ?"""
5460,"""When doctors declare that no physical cause can be found for a chronic pain this means no more than in the present state of medical knowledge , nothing can be discovered that explains why the patient feels pain .""","""This seems beside the point . Simply put Close_slave_can stated in his challenge ( post # 1 )"""
5503,"""I did not know that . Facinating !""","""It appears that peddler is finally open to learning new things !"""
5504,"""Whats is difference between the avian lung and a giraffes neck , that is not just long it has to have fancy blood vessels that contract and expand so the pressure in its brain is the same when its head is bent down to drink or raised up high to feed ?""","""Can you be a bit more specific ?"""
5505,"""I do n't believe I know Collin . And I 've never been really certain of what a troll is . I 'm just looking for information .""","""He made a post suggesting you were a troll , it has been removed it seems . Anyway , glad to help ."""
5506,"""... or of people ( since people contradict each other , which would mean they were n't absolute ) . So , how do they account for them ?""","""Well they are of people and if logic is followed , contradiction does not occur ."""
5507,"""US heritage/ancestry of US residents has nothing to do with `` numerous other origin stories of non-biblical religions `` so they should n't be taught publicly in US scientific origins speculations .""","""So what are the Native Americans ( the actual residents ) - chopped liver ?"""
5508,"""As for the allegation that I 'm driven by `` ideology `` - I have n't a clue what sectarian policies you think control me .""","""They affect you too ."""
5509,"""This is the situation as it is in Britain .""","""Private property rights are the most fundamental of all rights and the basis for any government at all ."""
5545,"""Yes but Paul said sin makes people love bad and seek evil .""","""I take it as read then that you 're not Catholic ."""
5546,"""According to your logic , an infant would have no right to suck nutrients from a woman 's breast .""","""Add `` without her consent `` and you get my position ."""
5547,"""The thread over there is a compilation of the over half-dozen debate boards SS has been preaching his ignorance on , usually reusing his arguments on each board and then leaving once they get disproved and torn apart to go on to another board and preach some more of the same exact ignorance .""","""If I 'm so pathetic why do n't you start debating my on my OP here ."""
5548,"""As well as Chinese nationalist science , there's Marxist Science ( see http : //www.marxist.com/Theory/study_guide2.html for how it is applied to history of materialism )""","""Not sure why you think this is science or how it is supposed to apply to a discussion of creationism v evolution ."""
5549,"""There is no fierce competition within the group to survive .""","""Actually , the fiercest competition comes from within the same population . Not all organisms born can possibly survive ."""
5550,"""Furthermore his argument that the bill of rights is n't legally binding is even stupider , because the bill of rights is the first part of the Constitution , which is the founding document of the United States .""","""That 's incorrect ."""
5551,"""And why is your method superior ?""","""It works ."""
5608,"""Women have n't cornered the market on crying , there are a lot of men cryers out there too .""","""I think it is simply been more socially acceptable for women to cry openly ."""
5609,"""Charlton Heston could n't do it when he was interviewed by Moore .""","""And Moore could n't give a reason for why Heston should apologize for the death of that one child either ."""
5610,"""Wishful thinking by a midtwenties female who just went through the most horrifying experience of her life , forgive me if I did n't clarify well enough .""","""I forgive you ."""
5611,"""Actually he wasnt or I would n't have used that example .""","""Sure ."""
5612,"""maybe repealing the assault weapons ban wasnt such a good idea do I hear some gun nuts saying oops""","""It 's illegal for a convicted felon to own firearms ."""
5613,"""``""","""At least your husband and yourself survived the adventure ."""
5614,"""oh cc , apparently , 10 % of the population has the power to destroy the other 90 % somehow .""","""Yes .... 10 % of the population has a disorder ( homosexuality ) that they refuse to deal with in the proper way do to the fact they believe that the majority should just except there so called `` sexual orientation `` and treat it like it is as normal as a traditional relationship between a man and a woman ."""
5650,"""Besides , who wants to go back to 40 year average lifespan , like they have in Afghanistan ? Not me .""","""To be honest I would n't mind too much missing old age ... ( whenever that starts ) ."""
5651,"""Question : What scientific criteria was employed to determine how long ago the Cretaceous period ended ? ( 80 mya ) . Ray M .""","""Well , the 40Ar/39Ar method was used to say that it was 65 mya ."""
5652,"""Gee , Jo , you really should have read your sources . There is one part in here about the French 'navy ' and Churchill you really should read""","""Come on now . We all know that the French Army was capable of dropping their rifles just as fast as the Italians in WWII ."""
5653,"""Any scientist has the opportunity to study ID .""","""Today 's students are tomorrow 's scientists ."""
5654,"""* * on somebody elses religon or force their religon down somebody elses throat seem to be pushing for a secular and neutral classroom .""","""But it is OK to teach your religion in public school classrooms ?"""
5655,"""I do believe we have the ability as communication humans to define a word : Unknowable - can not be known which is the opposite of : known""","""Yet you have defined what unknowable is , therefore you know something of it ; that it is unknowable ."""
5656,"""my State is going to heII in a handbasket since these lefties took over .""","""Well since Bush took office the mantra has bee `` Local Control `` has it not ."""
5706,"""If it is moral for a mother to deny her child the necessities of life ( through abortion ) before it is born , how can she be obligated to provide the same necessities after he 's born ?""","""In our society , a woman is not obligated to care for a child after it is born , this is why adoption and safe-haven laws exist ."""
5707,"""There all types of denominations of the Catholic religion .""","""I believe you are thinking of orders , not denominations ."""
5708,"""Where 's the barf smiley when you need it ? What guntotin ' god lets stuff like this happen ?""","""The same God that created a troll like you ."""
5709,"""The creationists fight back with their own museums""","""Creationsists may call it a museum , but in reality in it a mythology theme park ."""
5710,"""Essay : Site at least two sources that were written within 200 years after the supposed resurrection date of A.D. 33 which support your responses to questions 1 2 .""","""# 1 is above ."""
5711,"""Ok , beat this responce . If it 's wrong then prove why it wrong .""","""Well , I thought I did ."""
5712,"""Some say evolution is `` X `` while others say that evolution is `` X+Y `` .""","""Evolution only deals with the diversification of life , not its origins , and most certainly not the origin of the universe ."""
5720,"""Direct evidence for ID/Creationism has never been established so there is no reason to suppose it to be true .""","""What you must realize is that is the case for evolution as well , we do n't have enough evidence to know ; this is common in science but it is only the political drive of Darwinism that found that state unacceptable ."""
5721,"""All of the observations that we see today can be explained without creation and evolution ! Neither are needed in the explanations .""","""Actually , creation explains nothing ."""
5722,"""I personally ca n't imagine a time that it would be absolutly necessary to kill a child , though there is a lot out there that I ca n't imagine happening that does .""","""First you say you do n't believe in killing children unless it 's `` absolutly ( sic ) necessary `` , then you say you ca n't imagine a time that it would be absolutely necessary ."""
5723,"""It 's far too telling in that you support a hands off approach to women 's reproductive organs around stem cell research - but not pregnancy .""","""So you 're saying all of these people have created a propaganda site ?"""
5724,"""Would n't this be a gradual change over a very short period of time ?""","""If it happened in a 'very short period of time ' , I do n't see how , by definition , we can call it 'gradual ' ."""
5725,"""regardless of whether many religions accept evolution , as it stands , such does not fill the holes in evolution .""","""But that does n't make Creationism correct either ."""
5726,"""To create Everest in 6,000 years would mean plates would have to move almost five feet every year in the same direction .""","""The heat generated by the creation of the mountains of the world would be more than enough to reduce the entire surface to molten lava ."""
5734,"""What disturbs me , though , are all the blacks , whites , and Hispanics who claim to be Christians , plus those who claim to be followers of the Jewish Tanakh , and who apparently think voting for a man ( Obama ) who is an abortion enabler , is ok with God .""","""But surely it 's ok to vote for a man who starts an unjustified war that results in the deaths of hundreds of thousands ... right ?"""
5735,"""One person 's opinion""","""And who is it @ 1790 that said the right of the people to bear arms ONLY related to active duty militia members ?"""
5736,"""Your analysis might be correct , although I do n't think I 'd bet big money on it .""","""I think this is a fair conclusion ."""
5737,"""What you mean is that we should pretend that creationism has some sort of legitimate basis in reality ?""","""wow ... you are bent on harping on creationists arguments at whatever the cost ."""
5738,"""Abortions hurt much more than they heal .""","""What I 've been saying here , and after awhile - the guilt , depression , etc - will get buried , deeper deeper - but no negative/damaging experiences leave people ."""
5739,"""Just about every other location in America has no problem with this being the standard .""","""Mother Says D.C. Police Shot , Injured Boy Holding Toy Gun|ABC 7"""
5740,"""I would like to know where the topic starter stands in this debate , so that a reasonable debate can take place .""","""OS is so consumed with vitriolic hatred of me he is incapable of realizing that I did not start this thread ."""
5762,"""Then politicans should just drop the whole issue .""","""Oh come on , we know they will never do that , they 're masters of WMD . '' Weapons of Mass Distraction ``"""
5763,"""They often talk about the mountains of irrefutable evidence , but the fact that the sun rose and set every day was evidence for the sun orbiting the earth , but it 's also evidence for the earth spinning .""","""Perhaps because you know so little about orbital physics you think that the sun rising and setting is any kind of evidence for the earth orbiting the sun ."""
5764,"""things are alike because they are related , and the less they look alike , the further removed they are from their common ancestor.""","""interestingly , single-celled organisms and `` simple organisms `` ( those with less functionality ) look more alike than they do to mammals and other more `` complex `` organisms ..."""
5765,"""Do n't they get that the whole pro-choice movement is based in a desire to make sure that ever child is a wanted child ?""","""Wow , I think this is the first time I 've ever heard anyone claim that the pro-choice movement is for the sake of the child ."""
5766,""".... either life evolves unoriented to environmental changes ( darwin ) or in response to environmental changes ( lamarck ) ....""","""We ca n't pick both ?"""
5767,"""Yeah , he 's absolutely correct . So what 's your point ? You think you deserve special rights ?""","""This whole riff where people talk about preventing employers from firing gays JUST cause they are gay as a `` special right `` is something that seems to fool those who are prejudiced against gays ... ..."""
5768,"""If I bear witness of myself , my witness is not true . -""","""You forgot to fully quote John 8:18."""
5804,"""Said repeal would have to be signed by the President , right ?""","""The point I made is that the unlikeliness of a Presidential signature did not stop Senator Obama from voting in favor of a required Iraq troop withdraw timetable ."""
5805,"""Referring to abortion , he said Democrats should not yield on a woman 's right to choose , but should also acknowledge that `` we are a better society when abortions are rare . ''""","""I 'd love to live in a world where abortions were never necessary , that does n't mean I think it 's a bad thing ."""
5806,"""Come on , now . You 're talking about a city where the dead vote in every election .""","""If they 're voting then they should be paying taxes too ."""
5807,"""But it really does n't matter -- a private screening of a film is a private screening -- they can boot anyone out that they want .""","""The makers of Expelled were within their right to expel the very same people that they were attempting to demean in the film ."""
5808,"""In the third case , you would have killed Ethel Waters , the great black gospel singer .""","""Oh well . Life goes on ."""
5809,"""Then ask yourself how those scriptures fit into that time period .""",""".... says the one making stuff up ."""
5810,"""They should be declared a public nuisance and the police should be called whenever they picket any funeral .""","""And I believe they should ban religious speech the defame gays or ban religion all together as a public nuisance and protect the public from its drug like effects ."""
5825,"""What tells you he has a sense of humor ?""","""Part of his personality"""
5826,"""A valuable addition to every school library .""","""It did n't say ~some~ supernatural entities , did it ?"""
5827,"""I AM interested in what Supersport thinks about how his ideas will get wider respect and how he thinks this will change our society .""","""That 's certainly your right , but supersport is interested in hawking a religious agenda , not a scientific one ."""
5828,"""There are sections of evolution that include : * Astronomical evolution ( e.g big bang ) .""","""You forgot the evolution of the motorcar , the evolution of Christianity , the evolution of the computer , the evolution of the trumpet , the evolution of ..."""
5829,"""a ) the amount of abortions would be static""","""This suggests that the number of abortions remained fairly constant , they simply became legal to perform and recieve ."""
5830,"""ill let you think about that""","""Ah , see , that 's the thing . I think about it enough to understand it . Clearly , you do n't . You do n't understand a damn thing ."""
5831,"""Now , these evolutionists also believe that the matter , which should have been evenly distributed all over the universe in complete disorder , formed into incredibly complex solar systems , and , what most people find hardest to comprehend , earth .""","""I think that you should check with cosmologists , astrophysicists , astronomers and the like to see why most scientists accept the findings of those sciences , even evolutionists ."""
5839,"""I reckon that evolution is still just a theory for a valid reason .""","""You say we cant prove evolution nor produce any kind of evidence for transtional fossils yet you just accept God created everything without proving that to be true yourself ."""
5840,"""Once upon a time , a man killed another man with a tire iron .""","""How many people were killed last year in the U.S. by all those combined ?"""
5841,"""Another recommendation calls for the FBI to notify local and state law enforcement every time a person attempts to buy a gun , but does not pass the background check . ''""","""The bill that would allow the Attorney General to deny a firearms purchase to anyone and everyone if their name is on the secret suspected terrorist watch list ."""
5842,"""So what 's worse , evolutionits ? ? ? My posts or your latest digital prostate exam ?""","""You cite Woodward , a known fraud ."""
