,id,sentence,is_q,label,tokens,q',r'
46145,7452,"( 1 ) the term Â “ international terrorismÂ ” means activities thatÂ— ( A ) involve violent acts or acts dangerous to human life that are a violation of the criminal laws of the United States or of any State , or that would be a criminal violation if committed within the jurisdiction of the United States or of any State ; ( B ) appear to be intendedÂ— ( i ) to intimidate or coerce a civilian population ; ( ii ) to influence the policy of a government by intimidation or coercion ; or ( iii ) to affect the conduct of a government by mass destruction , assassination , or kidnapping ; and ( C ) occur primarily outside the territorial jurisdiction of the United States , or transcend national boundaries in terms of the means by which they are accomplished , the persons they appear intended to intimidate or coerce , or the locale in which their perpetrators operate or seek asylum ; ( 2 ) the term Â “ national of the United StatesÂ ” has the meaning given such term in section 101 ( a ) ( 22 ) of the Immigration and Nationality Act ; ( 3 ) the term Â “ personÂ ” means any individual or entity capable of holding a legal or beneficial interest in property ; ( 4 ) the term Â “ act of warÂ ” means any act occurring in the course ofÂ— ( A ) declared war ; ( B ) armed conflict , whether or not war has been declared , between two or more nations ; or ( C ) armed conflict between military forces of any origin ; and ( 5 ) the term Â “ domestic terrorismÂ ” means activities thatÂ— ( A ) involve acts dangerous to human life that are a violation of the criminal laws of the United States or of any State ; ( B ) appear to be intendedÂ— ( i ) to intimidate or coerce a civilian population ; ( ii ) to influence the policy of a government by intimidation or coercion ; or ( iii ) to affect the conduct of a government by mass destruction , assassination , or kidnapping ; and ( C ) occur primarily within the territorial jurisdiction of the United States .",1,1,425,Unknown criteia ? ( 1 ) the term Â international terrorismÂ means activities thatÂ— ( A ) involve violent acts or acts dangerous to human life that are a violation of the criminal laws of the United States or of any State,Ted Kennedy was on the no fly list or in other words a terrorist It took him with all the weight he had a struggle to get off .
46532,7507,"Also , many butterflies that emerge in the wet season in the tropics have large , conspicuous marks on their wings that deflect the attacks of predators while the butterflies are actively finding mates and laying eggs , while the dry-season cohorts are very cryptic , trying to blend in with their environment and not attract any attention from predators until the rains arrive again , `` she said http : //unisci.com/stories/20021/0313021.htm",0,0,102,Darwin gradual, Surely the fossil record shows gradualism or not Niles Eldredge He says the following about gradualism : Change in this manner ( gradualism ) is just not found in the fossil record . pg . 48 Darwin invented the myth that species were not real to convince the world of the nonmyth that evolution had occured . '' and
48514,7843,"If , however , they were produced out of the earth as at their first creation , when God said , `` Let the earth bring forth the living creature , `` 25 this makes it more evident that all kinds of animals were preserved in the ark , not so much for the sake of renewing the stock , as of prefiguring the various nations which were to be saved in the church ; this , I say , is more evident , if the earth brought forth many animals in islands to which they could not cross over .",0,0,109,"story , but but then again , its just a story ...","If Noah had taken only one pair of each and then offered each of these pairs in sacrifice , these species would have become completely extinct ."
48647,7859,"ThereÂ ’ s really no excuse ; itÂ ’ s available for free through the website of the journal Science , and the second sentence of the materials methods section explains that Schweitzer did not stick in her thumb , pull out some Tyrannosaurus soft tissue , and say Â “ Gee what a good girl am IÂ ” ( and yes , I am aware that Schweitzer began this study under the guidance of paleontologist John Â “ JackÂ ” Horner ) .",1,0,101,"Schweitzer separated the tissues and tried to remove as much mineral material as possible , leaving only the organic material behind . Indeed , this dinosaur ( like many ) was still in the process of fossilization when extracted from the ground , and there was significant enough mineral material around the tissues for Schweitzer to spend time dissolving them .","The reason carbon dating is not being used on the remains is that even the most advanced C14 dating methods can only - even in principle - report a date within the last 60,000 years or so . Try to date something older and you 'll get a result , but it wo n't be right ."
48857,7898,"but at the same time I also had a friend who got pregnant , and got scared , and made an appointment to a clinic , and once she got there she did n't think she could go through with it , and now she has a healthy , adorable 5 year old and she is very thankful that she did n't have the abortion after all ... but in the cases of my friends , all I could do was offer an opinion if they asked , but I did n't feel I had the right to tell them what to do either way .",0,0,116,"Fetal Homocide ? Toddler Homicide ? I do n't see much anybody could do legally to stop it .. When women kill their tots they are locked up/ and branded with a criminal record vs the female who callously kills durning the fetal stage . Double standard I have a couple friends , who have aborted more than once , because they did n't want to lose their girly figure ( trivial ) . I find it eerie and disturbion .....","Well , an abortion ca n't technically be called 'fetal homicide ' because it is n't illegal ... homicide is . If a woman kills her toddler , that is homicide it is n't legal , and I do n't see how it ever could/would be ... all murder is illegal , but to call an abortion murder is really only your personal opinion on the issue , because as of now it is a legal procedure You can call it a double standard , but again that is mainly just opinion I know of one girl who had 7 by the time she was 22 ... that is pretty disturbing"
49068,7928,"He changed his mind several times in the text of the Bible : Abraham tried to get Him to but could n't get Him to stop his destruction of Sodom and Gomorrah , God was out to kill Moses ' sons , but Moses quickly circumcised them and God changed his mind , also Moses succeeded in changing God 's mind when Moses learned that He was out to destroy the Israelites , God was determined to level Ninevah but after Jonah preached He changed his mind because the people repented , God spoke to the prophet Jeremiah saying : When I pronounce judgment on a peoples but they later turn from their sins , I will change my mind concerning the judgment I had determined on them .",1,0,147,"It is mature fare and hard for even Christians to accept sometimes , but the long and short of it is this : you do n't even begin to know the God you are dealing with . If you give me a space of time to get things together , I can introduce you to a being who is so much like you that you will almost be fooled into feeling that you 're his `` buddy `` then I will introduce you to the same being who can tear you to pieces if he chooses ( Ps . 50 ) Here 's a hint though about what happened in Egypt : God changed his mind . But you did n't know he could do that ? You would be surprised how much like you he really is",There is no correction ever made . Hence there is a flaw in the Bible . Most Christians will accept the Bible as flawless and this single flaw could have the power to change minds and make people question how a perfect God allowed the only proof of him to be flawed
49879,8071,"Right , the state must protect a minor that by thier age of concent laws has been raped by forcing her to under go a physical truma to her body 7 times more likley to permantly damage her than the alternative proceedure that would completly slove the whole problem and then said state expects this thirteen year old girl to then become wholy responsible for what is now an autonomus life when the state deems she 's not even old enough to have leagaly made such life in the first place .",0,1,111,"Not really , this case was different in that the state was the guardian . Although I am sure it has happened before . 1 ) The state of Florida does n't believe a 13 yr old can have sex ( consent ) so why couold she be able to cosent to an abortion ? 2 ) The State is the guardian and they should be able to say where she can and ca n't go as a parent would be able to do .... and the state has a law against taking kids to abortion clinics . 3 ) ABORTION IS KILLING A KID . Maybe that does n't matter for most : -/","Right , the state must protect a minor that by thier age of concent laws has been raped by forcing her to under go a physical truma to her body 7 times more likley to permantly damage her than the alternative proceedure that would completly slove the whole problem and then said state expects this thirteen year old girl to then responsible for what is now an autonomus life when the state deems she 's not even old enough to have leagaly made such life in the first place . I said practical ."
50336,8121,"1 ) in paragraph ( 1 ) ( A ) by striking `` $ 1,000 `` and inserting `` $ 10,000 `` ; ( 2 ) in paragraph ( 1 ) ( B ) by striking `` $ 50 `` and inserting `` $ 1,000 `` ; ( 3 ) in paragraph ( 1 ) ( C ) by striking `` $ 10 `` and inserting `` $ 1,000 `` ; ( 4 ) in paragraph ( 2 ) ( A ) by striking `` $ 1,000 `` and inserting `` $ 10,000 `` ; ( 5 ) in paragraph ( 2 ) ( B ) by striking `` $ 50 `` and inserting `` $ 1,000 `` ; ( 6 ) in paragraph ( 3 ) ( A ) by striking `` $ 1,000 `` and inserting `` $ 10,000 `` ; 7 ) in paragraph ( 3 ) ( B ) by striking `` $ 200 for 3 years , except that the fee for renewal of a valid license shall be $ 90 for 3 years `` and inserting `` $ 1,000 per year `` .",1,0,246,( Then we have Registration ) ( Waiting Periods ) ( Written Permission from law enforcement ) ( Handgun Ammunition regulations ) ( State handgun safety certificate . and fees ) ( even with all of this above ) ( Get a load of these fees ) ( Confiscation ? ) INCREASED TAX ON HANDGUNS AND HANDGUN AMMUNITION . 30 percent ARTICLES TAXABLE AT 50 PERCENT,"And what would we have seen 3 months later if this had passed ? But hey , there is no slippery slope !"
51036,8221,"If we manage to detect weapons sold illegally in the United States in violation of this law on the control of weapons exports , or if , in the United States , they can have probably move forward on a good registry of armament or on the prohibition of certain massive sales of weapons , for example , to a hunter or to a common citizen we know that these people do not usually buy hundreds of rifles or assault weapons or grenades if we can move forward in those areas , I do believe that security both of the United States and Mexico will improve because those weapons are pointing against Mexican people and Mexican officials today .",1,0,121,the weapons that we have in Mexico . manage to detect weapons sold illegally in the United States in violation of this law prohibition of certain massive sales of weapons buy hundreds of rifles or assault weapons or grenades security both of the United States and Mexico will improve,Backs
52670,8462,"Any amendment or amendments to this constitution may be proposed in either house of the general assembly ; and if the same shall be agreed to by a majority of the members elected to each of the two houses , such proposed amendment shall be entered on their journals , with the yeas and nays taken thereon , and referred to the legislature to be chosen at the next general election , and shall be published , as provided by law , for three months previous to the time of making such choice ; and if , in the general assembly so next chosen as aforesaid , such proposed amendment or amendments shall be agreed to , by a majority of all the members elected to each house , then it shall be the duty of the general assembly to submit such proposed amendment or amendments to the people , in such manner , and at such time as the general assembly shall provide ; and if the people shall approve and ratify such amendment or amendments , by a majority of the electors qualified to vote for members of the general assembly , voting thereon , such amendment or amendments shall become a part of the constitution of this state .",1,1,221,"Any amendment or amendments to this constitution may be proposed in either house of the general assembly ; and if the same shall be agreed to by a majority of the members elected to each of the two houses , such proposed amendment shall be entered on their journals , with the yeas and nays taken thereon , and referred to the legislature to be chosen at the next general election , and shall be published , as provided by law , for three months previous to the time of making such choice ; and if , in the general assembly so next chosen as aforesaid , such proposed amendment or amendments shall be agreed to , by a majority of all the members elected to each house , then it shall be the duty of the general assembly to submit such proposed amendment or amendments to the people , in such manner , and at such time as the general assembly shall provide ; and if the people shall approve and ratify such amendment or amendments , by a majority of the electors qualified to vote for members of the general assembly , voting thereon , such amendment or amendments shall become a part of the constitution of this state .","While I know little about the Iowa legislature , this seems a no brainer in a populace vote , considering previous votes and more current polls on this subject in Iowa ."
52905,8520,"Even if you ignore the enormous cost of Kyoto ( estimated recently by Prof. George Taylor of Oregon State University -- see http : //www.sitewave.net/news/s49p628.htm -- at one trillion U.S. dollars a year for full implementation in OECD countries ) , climate science research is rapidly moving AWAY from the hypothesis that the human release of greenhouse gases , specifically CO2 , is in any way significantly contributing to global climate change.",0,0,102,"That you can not differentiate between ignorance and an unwillingness to be sucked into a battle of the facts against your cherrypicked denialism is no surprise . Mr Gore 's commentary is not germane to serious debate . While he is far more credible than Ben Stein , he is no more a climatologist than you are .",The world 's leading scientists now agree that global warming is real and is happening right now . ''
54835,8774,"Radharani Duttagupta,1 Aarron T. Willingham,1 Peter F. Stadler,2 Jana Hertel,2 JÃ¶rg HackermÃ¼ller,3 Ivo L. Hofacker,4 Ian Bell,1 Evelyn Cheung,1 Jorg Drenkow,1 Erica Dumais,1 Sandeep Patel,1 Gregg Helt,1 Madhavan Ganesh,1 Srinka Ghosh,1 Antonio Piccolboni,1 Victor Sementchenko,1 Hari Tammana,1 Thomas R. Gingeras1 *",1,1,119,"Originally published in Science Express on 17 May 2007 Science 8 June 2007 : Vol . 316. no . 5830 , pp . 1484 - 1488 DOI : 10.1126/science.1138341 Prev | Table of Contents | Next Reports RNA Maps Reveal New RNA Classes and a Possible Function for Pervasive Transcription Philipp Kapranov,1 Jill Cheng,1 Sujit Dike,1 David A. Nix,1 Radharani Duttagupta,1 Aarron T. Willingham,1 Peter F. Stadler,2 Jana Hertel,2 JÃ¶rg HackermÃ¼ller,3 Ivo L. Hofacker,4 Ian Bell,1 Evelyn Cheung,1 Jorg Drenkow,1 Erica Dumais,1 Sandeep Patel,1 Gregg Helt,1 Madhavan Ganesh,1 Srinka Ghosh,1 Antonio Piccolboni,1 Victor Sementchenko,1 Hari Tammana,1 Thomas R. Gingeras1 * Significant fractions of eukaryotic genomes give rise to RNA , much of which is unannotated and has reduced protein-coding potential . The genomic origins and the associations of human nuclear and cytosolic polyadenylated RNAs longer than 200 nucleotides ( nt ) and whole-cell RNAs less than 200 nt were investigated in this genome-wide Subcellular addresses for nucleotides present in detected RNAs were assigned , and their potential processing into short RNAs was investigated . Taken together , these observations suggest a novel role for some unannotated RNAs as primary transcripts for the production of short RNAs . Three potentially functional classes of RNAs have been identified , two of which are syntenically conserved and correlate with the expression state of protein-coding genes .",And the introductory paragraph is interesting also .
56325,8998,"These are the normal , frequent or expectable temporary side effects of pregnancy : -- exhaustion ( weariness common from first weeks ) -- altered appetite and senses of taste and smell -- nausea and vomiting ( 50 % of women , first trimester ) -- heartburn and indigestion -- constipation -- weight gain -- dizziness and light-headedness -- bloating , swelling , fluid retention -- hemmorhoids -- abdominal cramps -- yeast infections -- congested , bloody nose -- acne and mild skin disorders -- skin discoloration ( chloasma , face and abdomen ) --",1,0,139,"Pregnancy is ALWAYS physically harmful . exhaustion ( weariness common from first weeks ) -- altered appetite and senses of taste and smell -- nausea and vomiting ( 50 % of women , first trimester ) -- heartburn and indigestion",a lot of these could also be brought on by sitting in a chair for long periods of time trying to make sweeping online statements that pregnancy is always harmful
56326,8998,"mild to severe backache and strain -- increased headaches -- difficulty sleeping , and discomfort while sleeping -- increased urination and incontinence -- bleeding gums -- pica -- breast pain and discharge -- swelling of joints , leg cramps , joint pain -- difficulty sitting , standing in later pregnancy -- inability to take regular medications -- shortness of breath -- higher blood pressure -- hair loss -- tendency to anemia -- curtailment of ability to participate in some sports and activities -- infection including from serious and potentially fatal disease ( pregnant women are immune suppressed compared with non-pregnant women , and are more susceptible to fungal and certain other diseases ) -- extreme pain on delivery -- hormonal mood changes , including normal post-partum depression -- continued post-partum exhaustion and recovery period ( exacerbated if a c-section -- major surgery -- is required , sometimes taking up to a full year to fully recover )",1,0,207,"Pregnancy is ALWAYS physically harmful . exhaustion ( weariness common from first weeks ) -- altered appetite and senses of taste and smell -- nausea and vomiting ( 50 % of women , first trimester ) -- heartburn and indigestion",a lot of these could also be brought on by sitting in a chair for long periods of time trying to make sweeping online statements that pregnancy is always harmful
56327,8998,"These are the normal , expectable , or frequent PERMANENT side effects of pregnancy : -- stretch marks ( worse in younger women ) -- loose skin -- permanent weight gain or redistribution -- abdominal and vaginal muscle weakness -- pelvic floor disorder ( occurring in as many as 35 % of middle-aged former child-bearers and 50 % of elderly former child-bearers , associated with urinary and rectal incontinence , discomfort and reduced quality of life ) -- changes to breasts -- varicose veins -- scarring from episiotomy or c-section -- other permanent aesthetic changes to the body ( all of these are downplayed by women , because the culture values youth and beauty ) -- increased proclivity for hemmorhoids -- loss of dental and bone calcium ( cavities and osteoporosis )",1,0,184,"Pregnancy is ALWAYS physically harmful . exhaustion ( weariness common from first weeks ) -- altered appetite and senses of taste and smell -- nausea and vomiting ( 50 % of women , first trimester ) -- heartburn and indigestion",a lot of these could also be brought on by sitting in a chair for long periods of time trying to make sweeping online statements that pregnancy is always harmful
57682,9214,"e-planners.htm ( although this site is directed mainly towards lesbians , I thought it might come in handy ) http : //www.twogrooms.com/ http : //www.gaynewengland.net/id92.html http : //daemon.co.za/node/view/97 ( this one is fun , it 's all about wedding etiquite and traditional/non-traditional supersticions .... )",0,0,104,what pieces of a `` traditional `` ceremony would you keep and which would you decide are too `` hetero,"this one is fun , it 's all about wedding etiquite and traditional/non-traditional supersticions"
58713,9355,"Also , many butterflies that emerge in the wet season in the tropics have large , conspicuous marks on their wings that deflect the attacks of predators while the butterflies are actively finding mates and laying eggs , while the dry-season cohorts are very cryptic , trying to blend in with their environment and not attract any attention from predators until the rains arrive again , `` she said http : //unisci.com/stories/20021/0313021.htm",0,0,102,Is most evolution gradual as Darwin finally decided ? Or do populations tend to remain relatively constant as long as the environment remains constant ( as noted by Darwin in his notebooks ) ? Good questions ., Surely the fossil record shows gradualism or not . Change in this manner ( gradualism ) is just not found in the fossil record . pg . 48 Darwin invented the myth that species were not real to convince the world of the nonmyth that evolution had occured . ''
59834,9549,"Even if you ignore the enormous cost of Kyoto ( estimated recently by Prof. George Taylor of Oregon State University -- see http : //www.sitewave.net/news/s49p628.htm -- at one trillion U.S. dollars a year for full implementation in OECD countries ) , climate science research is rapidly moving AWAY from the hypothesis that the human release of greenhouse gases , specifically CO2 , is in any way significantly contributing to global climate change.",0,0,102,"Are you an acolyte of McIntyre and McKitrick , perchance ?",Are you actually suggesting that McIntyre and McKitrick are the only voices which oppose the fraud of man made global warming ? How about the actual scientists who reject the media promotion of this issue ? `` ''
59883,9550,"Then after you have done the reasonable thing , ( In their reckless unconstitutional minds ) then they will ask you to compromise yet again , and again , and again , and again , and again and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again , and again .",0,0,120,"Additionally , the associated federal regulations interpreting these laws are even larger . It is estimated that there are between 22,000 and 30,000 gun laws on the books in America .","we were to actually do a true compromise , and not a Constitutional Compromise with the 2nd Amendment haters , most of all of this above would have to go ! However , that is NOT at all what THEY mean !"
60070,9572,I feel that it is not only our moral obligation to ourselves and to ensure that our children and the following generations after us look upon us through histories piercing and weighing glance and see that we took it upon ourselves to do something to endow and empower more of our fellow citizens with the one inalienable right that can not be bought and can not have a price put upon it the maintaining of one 's life in order to pursue their happiness through the liberties provided to them and their families ..,1,1,102,we took it upon ourselves to do something to endow and empower more of our fellow citizens with the one inalienable right that can not be bought and can not have a price put upon it the maintaining of one 's life in order to pursue their happiness through the liberties provided to them and their families ..,liberty is not provided to you . Liberty is retained by citizens by not conferring to government every speck of sovereignty and self determination .
60665,9665,"In his words ; Â “ Since the simplest possible design scenario posits a single cell Â–formed billions of years ago Â– that already contained all information to produce descendant organisms , studies could test this scenario by attempting to calculate how much DNA would be required to code the information ( keeping in mind that much of the information might be implicit ) lf DNA alone is insufficient , studies could be initiated to see if information could be stored in the cell in other ways Â– for example , as positional information .",0,0,105,"Working backwards , you can take any IC system , add a redundant part or many parts that create redundancy , take away the modern part you are replacing and by doing a few iterations of this you can create a non-IC system . A non-IC system can obviously evolve , but now run the film back forward again and what do you know , you have created an IC system through",So thatÂ ’ s it Â– thereÂ ’ s nothing else to study on the subject ?
60995,9724,"Andal Ampatuan Jr. , a town mayor in southern Maguindanao province where his family ruled unopposed for years , has been initially charged with 41 counts of murder in the Nov. 23 attack Prosecutors said they have witnesses who will testify that Ampatuan led more than 100 government-armed militiamen and police in stopping the caravan at a security checkpoint outside Ampatuan township , then forcing the victims at gunpoint to a hilltop clearing where they were gunned down and buried in mass graves .",1,0,103,"A member of a powerful political clan on Tuesday pleaded not guilty to murder charges in the Philippines ' worst election massacre of 57 people ,",And this . GUNS HERE TO STAY
62772,9981,"Look , bub , if you 're trying to paint nonbelievers and unfair because we accept Homer as the author of epics while rejecting Moses as the author of the Pentateuch or Matthew as the author of the book of Matthew , then you 're lying : we put equal scrutiny into these questions , and -- as you can see , despite your claims to the contrary -- we do n't swallow the claim that Homer wrote these epics the way we know people write books and poems today .",0,1,107,"in regards to the Bible , skeptics overturn the use of Occam 's Razor and require more than adequate proof of the Bible 's claims .","if you 're trying to paint nonbelievers and unfair because we accept Homer as the author of epics while rejecting Moses , then you 're lying : we put equal scrutiny into these questions"
62807,9986,www.dailykos.com/story/2004/3/7/213753/1954 - http : //www.americanprogress.org/site ... RJ8OVF b=42263 www.matthewyglesias.com/archives/002709.html www.democrats.org/specialreports/top10_flipflops www.compassiongate.com/promises econ161.berkeley.edu/movable_type/2004_archives/000444.html www.flipfloppingbush.com www.metafilter.com/mefi/31638 http : //www.interventionmag.com/cms/m ...,0,0,156,Can you reasonably change your mind about something like that in 2 weeks ? Is he a pathological liar or does he just say the opposite of everything Bush says ?,Would you like to see a list of links to Bush 's flip flops ?
